reseña_bruta;rating;tema_principal
No fue una buena experiencia. crashea todo el rato 😭;1;usabilidad_app
La experiencia fue excelente. buena atencion al cliente 😊;4;soporte_cliente
Quedé bastante decepcionado. va lenta y se traba 👎;2;usabilidad_app
Todo salió realmente bien. soporte excelente solucionaron todo 👏;5;soporte_cliente
La experiencia fue excelente. ME ENCANTA la interfaz super intuitiva 😍 😊;5;usabilidad_app
Todo salió realmente bien. SUPER RAPIDO EN MENOS DE 15MIN 😍;5;tiempo_entrega
Superó mis expectativas. SUPER RAPIDO EN MENOS DE 15MIN 😍 🔥;5;tiempo_entrega
PEDI hce 2 hors y no lleg 😡 👎 ok;1;tiempo_entrega
No fue una buena experiencia. llego tarde otra vez 😤 😡 brutal;2;tiempo_entrega
El servicio fue insatisfactorio. NUNCA HAY DISPONIBILIDAD pfff;1;cobertura_zona
Superó mis expectativas. NORMALMENTE HAY REPARTIDORES DISPONIBLES 😊;4;cobertura_zona
En general, estuvo aceptable. a veces hay servicio a veces no;3;cobertura_zona
La experiencia fue excelente. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
La experiencia dejó mucho que desear. tardaron en contestar;2;soporte_cliente
El servicio fue insatisfactorio. nunca llega el pedido pfff;1;tiempo_entrega
Fue una experiencia muy agradable. buen precio pr l clidd;4;precio
En general, estuvo aceptable. funciona pero a veces falla;3;usabilidad_app
Superó mis expectativas. ESPECTACULAR l comid 😍🔥 👏;5;calidad_comida
No cumplió con lo esperado. precios abusivos 🤦;1;precio
El servicio fue insatisfactorio. va lenta y se traba;2;usabilidad_app
En general, estuvo aceptable. me ayudaron pero lento;3;soporte_cliente
El servicio fue insatisfactorio. poc cobertur donde vivo meh;2;cobertura_zona
CARISIMO para lo que es 💸 🤦 brutal;1;precio
No fue una buena experiencia. CARISIMO pr lo que es 💸;1;precio
La experiencia fue excelente. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
La experiencia dejó mucho que desear. algo caro la verdad 😭;2;precio
Simplemente correcto. me ayudaron pero lento;3;soporte_cliente
La experiencia dejó mucho que desear. precios abusivos brutal;1;precio
La experiencia dejó mucho que desear. SABE FATAL, INCOMIBLE;1;calidad_comida
El servicio fue insatisfactorio. poca cobertura donde vivo 😤;2;cobertura_zona
poc cobertur donde vivo 😡 meh;2;cobertura_zona
Todo salió realmente bien. siempre hay cobertura en mi zona 👍 😊 fatal;5;cobertura_zona
Todo salió realmente bien. llego rapido 👍 👍 pfff;4;tiempo_entrega
La experiencia dejó mucho que desear. faltaban productos;1;errores_pedido
Simplemente correcto. ME AYUDARON PERO LENTO;3;soporte_cliente
Fue una experiencia muy agradable. pp fcil de usr 👍;4;usabilidad_app
El servicio fue insatisfactorio. CARISIMO para lo que es 💸;1;precio
No cumplió con lo esperado. TARDARON EN CONTESTAR;2;soporte_cliente
Simplemente correcto. a veces hay servicio a veces no meh;3;cobertura_zona
Superó mis expectativas. APP FACIL DE USAR 👍 🔥;4;usabilidad_app
Fue una experiencia muy agradable. normalmente hay repartidores disponibles 😊;4;cobertura_zona
No cumplió con lo esperado. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Cumplió sin destacar demasiado. precio normal supongo;3;precio
La experiencia fue excelente. siempre hay cobertura en mi zona 👍;5;cobertura_zona
No fue una buena experiencia. me trajeron otra cosa 👎;1;errores_pedido
Fue una experiencia muy agradable. pedido perfecto sin errores 👏;5;errores_pedido
Superó mis expectativas. buena atencion al cliente 😊 🔥 fatal;4;soporte_cliente
Fue una experiencia estándar. tiempo norml supongo;3;tiempo_entrega
Fue una experiencia estándar. hubo un pequeño error pero nada grave;3;errores_pedido
El servicio fue insatisfactorio. no hay repartidores en mi zona 😡;1;cobertura_zona
La experiencia fue excelente. rica y bien preparada 😊 👏;4;calidad_comida
Fue una experiencia muy agradable. LLEGO RAPIDO 👍 👍;4;tiempo_entrega
En general, estuvo aceptable. funciona pero a veces falla;3;usabilidad_app
llego tarde otra vez 😤 👎 brutal;2;tiempo_entrega
La experiencia dejó mucho que desear. tardaron en contestar;2;soporte_cliente
La experiencia dejó mucho que desear. algo caro la verdad;2;precio
Todo salió realmente bien. buena atencion al cliente 😊 😊;4;soporte_cliente
Quedé bastante decepcionado. fltbn productos;1;errores_pedido
No fue una buena experiencia. tardaron en contestar;2;soporte_cliente
Fue una experiencia muy agradable. pedido perfecto sin errores 👏;5;errores_pedido
CALIDAD INCREIBLE ME ENCANTO 😍 fatal;5;calidad_comida
Cumplió sin destacar demasiado. a veces hay servicio a veces no;3;cobertura_zona
Superó mis expectativas. llego rapido 👍;4;tiempo_entrega
Superó mis expectativas. normalmente hay repartidores disponibles;4;cobertura_zona
Todo salió realmente bien. ESPECTACULAR la comida 😍🔥 😊;5;calidad_comida
La experiencia fue excelente. soporte excelente solucionaron todo 👏 👍;5;soporte_cliente
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
Todo salió realmente bien. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
Quedé muy satisfecho con el servicio. TODO CORRECTO ESTA VEZ 👍 🔥 meh;4;errores_pedido
Todo salió realmente bien. entreg bstnte rpid l verdd 🔥;4;tiempo_entrega
Quedé bastante decepcionado. tardaron en contestar;2;soporte_cliente
No fue nada fuera de lo común. funciona pero a veces falla fatal;3;usabilidad_app
En general, estuvo aceptable. a veces hay servicio a veces no;3;cobertura_zona
Cumplió sin destacar demasiado. precio normal supongo;3;precio
La experiencia fue excelente. rica y bien preparada 😊;4;calidad_comida
Cumplió sin destacar demasiado. HUBO UN PEQUEÑO ERROR PERO NADA GRAVE;3;errores_pedido
No cumplió con lo esperado. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Superó mis expectativas. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
Simplemente correcto. llego un poco tarde pero ok;3;tiempo_entrega
El servicio fue insatisfactorio. poca cobertura donde vivo;2;cobertura_zona
Fue una experiencia muy agradable. buena atencion al cliente 😊 😊;4;soporte_cliente
Fue una experiencia muy agradable. super brto con l promo 🔥;5;precio
Fue una experiencia muy agradable. BUEN PRECIO PARA LA CALIDAD;4;precio
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
La experiencia fue excelente. clidd increible me encnto;5;calidad_comida
La experiencia fue excelente. RICA Y BIEN PREPARADA 😊;4;calidad_comida
Quedé muy satisfecho con el servicio. normalmente hay repartidores disponibles;4;cobertura_zona
No fue una buena experiencia. atencion pesima no responden 😡;1;soporte_cliente
La experiencia fue excelente. TODO CORRECTO ESTA VEZ 👍;4;errores_pedido
Fue una experiencia muy agradable. ME ENCANTA l interfz super intuitiv 😍 👍;5;usabilidad_app
No fue nada fuera de lo común. PRECIO NORMAL SUPONGO;3;precio
Quedé muy satisfecho con el servicio. BUEN PRECIO PARA LA CALIDAD;4;precio
En general, estuvo aceptable. calidad normal, nada especial pfff;3;calidad_comida
Quedé bastante decepcionado. POCA COBERTURA DONDE VIVO;2;cobertura_zona
Fue una experiencia muy agradable. TODO SABROSO Y CALENTITO;4;calidad_comida
No cumplió con lo esperado. CRASHEA TODO EL RATO;1;usabilidad_app
Fue una experiencia muy agradable. app facil de usar 👍;4;usabilidad_app
La experiencia dejó mucho que desear. trdron en contestr;2;soporte_cliente
Quedé muy satisfecho con el servicio. super barato con la promo 🔥 😍;5;precio
Quedé bastante decepcionado. trdron en contestr;2;soporte_cliente
No fue una buena experiencia. PEDI hace 2 horas y no llega 😡;1;tiempo_entrega
Fue una experiencia estándar. calidad normal, nada especial brutal;3;calidad_comida
La experiencia dejó mucho que desear. no muy buena la calidad pfff;2;calidad_comida
Quedé bastante decepcionado. algo caro la verdad 😭;2;precio
No fue nada fuera de lo común. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
v lent y se trb 😤 pfff;2;usabilidad_app
Simplemente correcto. tiempo normal supongo;3;tiempo_entrega
No cumplió con lo esperado. TARDARON EN CONTESTAR 🤦;2;soporte_cliente
No fue una buena experiencia. NO MUY BUENA LA CALIDAD;2;calidad_comida
No cumplió con lo esperado. comida fria y pasada 😡;1;calidad_comida
El servicio fue insatisfactorio. se equivocaron pero lo solucionaron tarde;2;errores_pedido
Fue una experiencia estándar. hubo un pequeño error pero nd grve;3;errores_pedido
Fue una experiencia muy agradable. buena atencion al cliente 😊;4;soporte_cliente
Superó mis expectativas. BUENA ATENCION AL CLIENTE 😊;4;soporte_cliente
No fue una buena experiencia. comid fri y psd 😡;1;calidad_comida
En general, estuvo aceptable. calidad normal, nada especial;3;calidad_comida
No fue una buena experiencia. sabe fatal, incomible 😡;1;calidad_comida
Superó mis expectativas. pedido perfecto sin errores 👏;5;errores_pedido
No cumplió con lo esperado. FALTABAN PRODUCTOS;1;errores_pedido
Fue una experiencia estándar. calidad normal, nada especial;3;calidad_comida
La experiencia dejó mucho que desear. se equivocaron pero lo solucionaron tarde 😭;2;errores_pedido
Quedé bastante decepcionado. crashea todo el rato;1;usabilidad_app
Todo salió realmente bien. soporte excelente solucionaron todo 👏;5;soporte_cliente
Quedé muy satisfecho con el servicio. TODO SABROSO Y CALENTITO;4;calidad_comida
Quedé muy satisfecho con el servicio. soporte excelente solucionron todo 👏;5;soporte_cliente
No fue una buena experiencia. tardo muchisimo la entrega;2;tiempo_entrega
La experiencia dejó mucho que desear. NUNCA HAY DISPONIBILIDAD brutal;1;cobertura_zona
Fue una experiencia estándar. ME AYUDARON PERO LENTO;3;soporte_cliente
El servicio fue insatisfactorio. se equivocron pero lo solucionron trde;2;errores_pedido
Quedé bastante decepcionado. PRECIOS ABUSIVOS;1;precio
Fue una experiencia muy agradable. app facil de usar 👍;4;usabilidad_app
En general, estuvo aceptable. calidad normal, nada especial;3;calidad_comida
La experiencia dejó mucho que desear. sabe fatal, incomible ok;1;calidad_comida
Quedé muy satisfecho con el servicio. SUPER BARATO CON LA PROMO 🔥;5;precio
No fue una buena experiencia. TARDARON EN CONTESTAR;2;soporte_cliente
La experiencia fue excelente. BUEN PRECIO PARA LA CALIDAD;4;precio
Superó mis expectativas. ESPECTACULAR LA COMIDA 😍🔥;5;calidad_comida
Quedé bastante decepcionado. PEDI HACE 2 HORAS Y NO LLEGA 😡;1;tiempo_entrega
Quedé muy satisfecho con el servicio. pedido perfecto sin errores 👏 👍 brutal;5;errores_pedido
La experiencia fue excelente. normalmente hay repartidores disponibles;4;cobertura_zona
Todo salió realmente bien. ME ENCANTA LA INTERFAZ SUPER INTUITIVA 😍 👏 fatal;5;usabilidad_app
Fue una experiencia estándar. PRECIO NORMAL SUPONGO meh;3;precio
La experiencia fue excelente. ESPECTACULAR LA COMIDA 😍🔥;5;calidad_comida
Todo salió realmente bien. clidd increible me encnto;5;calidad_comida
No fue nada fuera de lo común. funciona pero a veces falla;3;usabilidad_app
El servicio fue insatisfactorio. comida fria y pasada 😡 😭;1;calidad_comida
Quedé bastante decepcionado. NO HAY REPARTIDORES EN MI ZONA 😡 😡;1;cobertura_zona
La experiencia dejó mucho que desear. LA APP NO FUNCIONA SE CUELGA 😡;1;usabilidad_app
Superó mis expectativas. soporte excelente solucionaron todo 👏;5;soporte_cliente
No fue una buena experiencia. tardaron en contestar;2;soporte_cliente
La experiencia fue excelente. APP FACIL DE USAR 👍 fatal;4;usabilidad_app
Superó mis expectativas. SOPORTE EXCELENTE SOLUCIONARON TODO 👏;5;soporte_cliente
Quedé bastante decepcionado. PEDI hace 2 horas y no llega 😡;1;tiempo_entrega
No cumplió con lo esperado. poc cobertur donde vivo;2;cobertura_zona
Superó mis expectativas. SUPER BARATO CON LA PROMO 🔥 🔥;5;precio
Quedé bastante decepcionado. tardaron en contestar;2;soporte_cliente
Quedé muy satisfecho con el servicio. buen precio para la calidad;4;precio
Todo salió realmente bien. buen precio para la calidad 👏;4;precio
No fue una buena experiencia. sabe fatal, incomible meh;1;calidad_comida
No cumplió con lo esperado. no hay repartidores en mi zona 😡;1;cobertura_zona
Superó mis expectativas. CALIDAD INCREIBLE ME ENCANTO 👏;5;calidad_comida
Superó mis expectativas. buena atencion al cliente 😊;4;soporte_cliente
En general, estuvo aceptable. calidad normal, nada especial brutal;3;calidad_comida
Quedé muy satisfecho con el servicio. SUPER rpido en menos de 15min 😍;5;tiempo_entrega
La experiencia fue excelente. todo correcto esta vez 👍;4;errores_pedido
Quedé muy satisfecho con el servicio. app facil de usar 👍 😍;4;usabilidad_app
No fue nada fuera de lo común. precio normal supongo ok;3;precio
Quedé bastante decepcionado. tardaron en contestar ok;2;soporte_cliente
Quedé bastante decepcionado. LLEGO TARDE OTRA VEZ 😤 😡;2;tiempo_entrega
Todo salió realmente bien. todo correcto est vez 👍 😊;4;errores_pedido
POCA COBERTURA DONDE VIVO 🤦 meh;2;cobertura_zona
No fue nada fuera de lo común. funciona pero a veces falla pfff;3;usabilidad_app
Quedé bastante decepcionado. LA APP NO FUNCIONA SE CUELGA 😡 😭;1;usabilidad_app
Superó mis expectativas. soporte excelente solucionron todo 👏 👍;5;soporte_cliente
No cumplió con lo esperado. tencion pesim no responden 😡 pfff;1;soporte_cliente
Fue una experiencia estándar. precio norml supongo;3;precio
No fue una buena experiencia. crashea todo el rato 😭;1;usabilidad_app
CARISIMO PARA LO QUE ES 💸 🤦 meh;1;precio
Quedé muy satisfecho con el servicio. TODO CORRECTO ESTA VEZ 👍 😍;4;errores_pedido
Quedé bastante decepcionado. tardaron en contestar 😤;2;soporte_cliente
No fue nada fuera de lo común. A VECES HAY SERVICIO A VECES NO;3;cobertura_zona
No fue una buena experiencia. algo caro la verdad;2;precio
Superó mis expectativas. todo correcto esta vez 👍;4;errores_pedido
Todo salió realmente bien. ME ENCANTA la interfaz super intuitiva 😍 meh;5;usabilidad_app
Quedé bastante decepcionado. ALGO CARO LA VERDAD;2;precio
Todo salió realmente bien. llego rapido 👍;4;tiempo_entrega
El servicio fue insatisfactorio. no muy buen l clidd 😭;2;calidad_comida
Quedé muy satisfecho con el servicio. super barato con la promo 🔥 😍;5;precio
En general, estuvo aceptable. CALIDAD NORMAL, NADA ESPECIAL fatal;3;calidad_comida
No cumplió con lo esperado. no hay repartidores en mi zona 😡;1;cobertura_zona
La experiencia dejó mucho que desear. poc cobertur donde vivo 😡;2;cobertura_zona
Superó mis expectativas. SUPER rapido en menos de 15min 😍;5;tiempo_entrega
Quedé muy satisfecho con el servicio. normalmente hay repartidores disponibles;4;cobertura_zona
No fue una buena experiencia. se equivocron pero lo solucionron trde;2;errores_pedido
Quedé bastante decepcionado. sabe fatal, incomible;1;calidad_comida
Quedé bastante decepcionado. me trajeron otra cosa 😭;1;errores_pedido
No cumplió con lo esperado. tardo muchisimo la entrega 😤;2;tiempo_entrega
Todo salió realmente bien. todo correcto esta vez 👍;4;errores_pedido
En general, estuvo aceptable. A VECES HAY SERVICIO A VECES NO pfff;3;cobertura_zona
Fue una experiencia estándar. tiempo norml supongo;3;tiempo_entrega
El servicio fue insatisfactorio. atencion pesima no responden 😡;1;soporte_cliente
Fue una experiencia muy agradable. IMPRESIONANTE LO RAPIDO QUE LLEGO 🔥 😍;5;tiempo_entrega
Simplemente correcto. precio normal supongo;3;precio
La experiencia dejó mucho que desear. poca cobertura donde vivo 😤;2;cobertura_zona
Quedé muy satisfecho con el servicio. APP FACIL DE USAR 👍;4;usabilidad_app
Quedé bastante decepcionado. algo caro la verdad;2;precio
Quedé muy satisfecho con el servicio. rica y bien preparada 😊;4;calidad_comida
La experiencia fue excelente. SUPER rapido en menos de 15min 😍 brutal;5;tiempo_entrega
